,customerid,recency,frequency,monetary,avg_order_value,total_items,items_per_order
0,12346,2.3345741373435525,-0.9552142636712971,3.707716304049809,7.5228068233879055,3.8189490995777766,56.34734258262815
1,12347,-0.9053403195403357,1.0744251947249353,1.41490344020104,1.0441600676377687,1.3326901558381825,0.07517797511844854
2,12348,-0.17535959314365723,0.3863044476016776,0.7200242799673501,0.6223116987451478,1.2971175489063256,0.2535292850584666
3,12349,-0.7353448079137119,-0.9552142636712971,0.702286912445134,2.449794101212245,0.3413019322046021,0.2883832939117333
4,12350,2.1745783616949654,-0.9552142636712971,-0.6145138785683288,0.22710100316692025,-0.5056065443061163,-0.042253642532370406
5,12352,-0.5653492962870882,1.2468684386726128,0.9841077662004433,0.13974635478853709,0.2224398227386833,-0.14129235621378394
6,12353,1.114606348023076,-0.9552142636712971,-1.6599892358833077,-1.5376084933181218,-2.142871493483866,-0.17709866039091038
7,12354,1.3945989554081033,-0.9552142636712971,0.3151288208808126,1.7962908349284241,0.21424083744242406,0.21143783174386582
8,12355,1.2146037078034428,-0.9552142636712971,-0.3627665809933592,0.6520377017094462,-0.36219827835579493,-0.009494683391595156
9,12356,-0.6953458640015652,0.05960546552681911,1.0754586015014986,1.6068983275713917,1.0154422258320916,0.2116917771635618
10,12357,-0.5953485042211982,-0.9552142636712971,1.7048016170804894,4.141988190013616,1.4033434073415478,1.8707172040370867
11,12358,-0.9053403195403357,-0.36158277709840037,0.3778079209255647,0.9734078266164823,-0.33836915639309256,-0.09786768944577955
12,12359,-0.345355104770281,0.3863044476016776,1.717797156020491,2.304903253352936,1.0236463324012919,0.11411324964539983
13,12360,-0.4053535206385011,0.05960546552681911,1.0320879026439496,1.533744250329041,0.7882042625086649,0.10351102837309464
14,12361,1.9445844342001213,-0.9552142636712971,-1.0624017557619894,-0.5289110680062228,-1.0649074158870415,-0.12300828599567684
15,12362,-0.8953405835622991,1.5406654655354899,1.5680566616639142,0.82465177306954,1.2613594651161253,-0.02252208342199647
16,12363,0.17463116608762697,-0.36158277709840037,-0.21712296314301258,-0.029528781566771564,0.023754414066883424,-0.03692078871875583
17,12364,-0.8453419036721156,0.3863044476016776,0.4707529078572701,0.20237711746230833,0.9754033538768894,0.09449596597388907
18,12365,1.9845833781122681,-0.36158277709840037,-0.09805527075533962,0.17111450357169075,-0.5957109201659864,-0.12605563103202802
19,12367,-0.8853408475842623,-0.9552142636712971,-1.1550190673695777,-0.685244403066921,-0.5998926050447171,-0.06053771275047752
20,12370,-0.4153532566165378,0.3863044476016776,1.2589675600745749,1.5309199985725919,1.3005368191277662,0.25562433477095803
21,12371,-0.47535167248475796,-0.36158277709840037,0.7591391838068907,1.6166386926305913,0.2935920010667433,0.03278722898777755
22,12372,-0.2053588010777673,0.05960546552681911,0.4615924883019555,0.5718335030123087,0.5087340445569741,0.009297277665903839
23,12373,2.184578097673002,-0.9552142636712971,-0.5459956561227385,0.34275629526538237,-0.5056065443061163,-0.042253642532370406
24,12374,-0.6753463920454919,-0.9552142636712971,0.018584440054331564,1.295738926830121,-0.10466198249534657,0.0682126150353601
25,12375,-0.8153426957380054,-0.36158277709840037,-0.36605308549283017,-0.2804163154733242,-0.5792197772920065,-0.12453195851385243
26,12377,2.2245770415851487,-0.36158277709840037,0.6415302981032269,1.4182340486590506,0.6348577932517976,0.16725132871677365
27,12378,0.3746258856483608,-0.9552142636712971,1.3573068152479633,3.5554345496217894,1.353460787652796,1.7343485136603711
28,12379,-0.1053614412974004,-0.36158277709840037,0.12753675761506858,0.5513870643608825,0.021968116934075712,-0.037301706848299726
29,12380,-0.7053455999796019,0.3863044476016776,1.0505969435878144,1.1795411220597247,0.7640270932055201,0.022311980425320347
30,12381,-0.8753411116062256,0.6532369520997158,0.7409897043614747,0.3590291689423473,0.5214723084353975,-0.06922264610407841
31,12383,0.9246113644403788,0.6532369520997158,0.7432463128566629,0.36282998715574355,0.987885403208724,0.041091244211834514
32,12384,-0.6353474481333451,-0.36158277709840037,-0.17069304640498711,0.048705149754166524,-0.8296525741474824,-0.14433970125013515
33,12386,2.4545709690799926,-0.36158277709840037,-0.46878902515136045,-0.45342656868751985,-0.07956946954398154,-0.057490367714126335
34,12388,-0.7653440158478221,0.8789251688960832,1.0667157985581104,0.6637672645913831,0.9537809714747112,-0.00670128377493991
35,12390,-0.1253609132534738,-0.9552142636712971,-0.2202332213213198,0.8926267998830778,-0.08162786869270953,0.07659281388532585
36,12391,-0.7053455999796019,-0.9552142636712971,-0.3975931902430841,0.5932521477092029,-0.21714604407870552,0.03088263834005806
37,12393,-0.2053588010777673,0.3863044476016776,0.6190083110941045,0.45210464662110494,0.528652705998722,-0.03692078871875583
38,12394,-0.28535668890206084,-0.36158277709840037,0.4457994879794345,1.0880801405713636,0.5313272429489448,0.11963656252378635
